;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
183;Atsuto;0.47542;0.15236;0.19983;-10.11932;10.06435;-4.70314;Croatia;-4.41397;4.91359;-999.51732;-1.49622;TRUE;0.23548
184;Bob;2.56224;0.43618;0.95443;-9.82554;10.00983;-25.12079;Croatia;-28.46159;25.60454;-1000.43066;-1.41580;TRUE;1.14660
185;Atsuto;2.27277;0.17878;0.78035;-9.09051;10.02877;-22.53313;Croatia;-22.46997;23.54001;-997.83792;1.61675;TRUE;0.95081
186;20;2.26201;0.77152;0.96560;-9.43026;10.50949;-21.78997;Croatia;-22.73264;22.56220;-997.35622;-2.00189;TRUE;1.13525
187;Jorg;1.64818;0.01594;0.52971;-9.77833;9.82816;-16.46480;Croatia;-17.49893;15.17500;-996.79831;-0.59875;TRUE;0.65332
188;Atsuto;2.27435;0.22448;0.79540;-8.53046;10.60676;-22.34935;Argentina;-22.69092;22.64566;-999.87430;4.62221;TRUE;0.96598
189;20;-0.24474;-0.03645;-0.08951;-11.85324;9.00626;2.59153;France;1.17031;-3.81571;-997.58028;-2.45194;FALSE;-0.10786
190;20;-0.25342;-0.34238;-0.18965;-11.93838;9.03883;2.09197;France;2.51909;0.41920;-1001.34596;-1.16339;FALSE;-0.20865
191;Bob;2.36451;1.54574;1.24467;-8.58259;10.71965;-21.96371;Argentina;-21.14060;20.48246;-999.59992;-3.55379;TRUE;1.42201
192;20;0.99622;0.80410;0.57306;-10.23622;9.73054;-9.10826;Croatia;-8.83394;11.37318;-995.45967;-0.38779;TRUE;0.64778
193;Jorg;0.40448;0.64407;0.33377;-10.80817;9.72179;-3.31767;France;-1.88636;5.10499;-999.10126;-1.26627;TRUE;0.36410
194;20;1.11489;-0.56287;0.17571;-9.11577;10.16558;-11.74569;Croatia;-12.17597;10.36595;-997.36008;-1.27440;FALSE;0.25933
195;Jorg;1.06697;0.17671;0.39588;-10.20234;9.86098;-10.37727;Croatia;-11.56173;8.99626;-1000.56085;2.13858;TRUE;0.47590
196;Bob;1.47363;0.11207;0.50474;-9.05936;10.16315;-14.64875;Croatia;-16.19564;17.40958;-1000.55215;-1.22336;TRUE;0.61527
197;Jorg;0.09743;-0.28891;-0.06095;-10.82851;9.33635;-1.33193;France;0.09054;2.72816;-999.14181;-2.30247;FALSE;-0.05364
198;20;1.51682;-0.22517;0.41114;-8.99332;10.33915;-15.53204;Croatia;-15.80363;15.77545;-998.39024;-0.70389;TRUE;0.52490
199;Jorg;2.23111;1.00166;1.02902;-8.59337;10.47818;-21.38575;Croatia;-21.37795;21.23270;-996.36411;-2.60808;TRUE;1.19635
200;Jorg;1.72842;-0.12252;0.51117;-9.65004;10.00238;-17.55040;Croatia;-20.06802;16.42075;-998.68617;-2.56127;TRUE;0.64080
201;Jorg;1.18891;-0.14557;0.33211;-10.23121;9.81238;-11.90732;Croatia;-10.42775;11.89108;-999.52745;-0.46846;TRUE;0.42127
202;Bob;1.46425;0.18381;0.52459;-10.56772;9.75281;-14.27231;Croatia;-15.64360;15.43432;-998.57798;-0.12665;TRUE;0.63441
203;20;1.37010;0.65548;0.64476;-10.10933;10.12141;-13.04749;Croatia;-10.69308;15.91889;-999.70538;-0.29910;TRUE;0.74752
204;Jorg;-0.63255;0.82233;0.06041;-11.67031;9.33144;7.16321;France;7.02700;-7.74744;-999.77019;2.14370;TRUE;0.01297
205;20;0.89597;1.04166;0.61677;-10.52714;10.22223;-8.07540;Croatia;-7.51367;4.48535;-999.10923;-0.06387;TRUE;0.68396
206;Jorg;-0.57723;-0.34235;-0.29271;-12.05005;9.17239;5.38438;France;3.45071;-7.49002;-997.49543;1.05343;FALSE;-0.33600
207;20;0.93214;0.09927;0.32831;-10.31301;9.47314;-9.20316;Croatia;-8.55237;9.72684;-999.01246;-0.21262;TRUE;0.39822
208;Jorg;1.72434;-0.08251;0.52261;-9.82254;9.75943;-17.37637;Croatia;-16.60194;16.71223;-1000.61069;-1.94693;TRUE;0.65194
209;20;-0.80483;0.02174;-0.24927;-12.97680;8.61012;8.02993;Morocco;7.57845;-8.14200;-997.32146;-2.11809;FALSE;-0.30963
210;Bob;1.06280;2.01750;0.98049;-9.94051;10.59353;-8.65639;Croatia;-8.81079;4.99751;-998.83440;-4.18058;TRUE;1.06020
211;Jorg;0.64710;-1.00912;-0.11524;-10.75374;9.37876;-7.50111;France;-5.66489;9.15038;-997.50388;-1.08372;FALSE;-0.06670
212;Atsuto;1.82063;-0.09436;0.54949;-9.00999;10.26595;-18.34703;Croatia;-18.64780;18.07575;-999.02085;-3.25852;TRUE;0.68604
213;20;1.97658;-0.58258;0.44372;-8.59289;10.31230;-20.19777;Croatia;-20.58755;19.87461;-997.41096;-2.00495;FALSE;0.59197
214;Jorg;0.28386;0.24127;0.16715;-11.60880;9.33847;-2.58831;France;-2.18508;2.60087;-998.70576;0.22870;TRUE;0.18844
215;20;2.19319;-0.48997;0.54215;-8.50651;10.41939;-22.40077;Argentina;-21.47456;24.81506;-998.75017;0.65266;TRUE;0.70664
216;Jorg;1.12977;0.73145;0.59244;-10.01145;9.99625;-10.44103;Croatia;-8.39213;10.42796;-999.01633;-2.19613;TRUE;0.67718
217;Bob;0.40461;-1.01803;-0.19526;-10.81177;9.35261;-5.13889;France;-4.93047;4.91025;-998.18220;-1.16620;FALSE;-0.16491
218;Bob;1.58975;0.92684;0.80105;-9.74742;10.02083;-14.90274;Croatia;-17.33333;12.74783;-999.37712;-3.30446;TRUE;0.92029
219;20;2.35954;0.90201;1.03818;-9.66616;9.94203;-22.62543;Croatia;-21.24401;23.89578;-998.00724;-0.76983;TRUE;1.21515
220;20;0.92627;0.23460;0.36952;-10.65843;9.84968;-9.06799;Croatia;-7.50227;9.56879;-1000.72969;-1.18450;TRUE;0.43899
221;Jorg;-0.90464;0.43191;-0.15047;-11.93006;9.38701;9.37550;France;10.66370;-8.92279;-997.68584;-0.83450;TRUE;-0.21832
222;20;2.19033;0.54269;0.86995;-9.64287;10.01577;-21.45922;Croatia;-21.57820;21.24937;-997.28088;-0.02837;TRUE;1.03422
223;Jorg;-0.01918;0.23108;0.06745;-11.17568;9.62518;0.53820;France;-1.11007;-2.08066;-998.00008;-2.09839;TRUE;0.06601
224;Jorg;2.69313;0.82119;1.11864;-9.12301;10.40953;-26.08701;Croatia;-26.49378;28.27391;-997.69187;0.78049;TRUE;1.32063
225;20;2.53760;0.36499;0.92392;-9.74543;10.06712;-24.98630;Croatia;-24.11048;24.39104;-998.44284;-0.94355;TRUE;1.11424
226;Bob;0.36748;0.60642;0.31000;-11.27811;9.64338;-3.04342;France;-3.48800;3.28948;-997.94147;-4.04876;TRUE;0.33756
227;Jorg;0.12600;-1.24320;-0.35561;-10.49464;9.28579;-2.48673;France;-4.86026;0.68473;-1002.00087;3.22710;FALSE;-0.34616
228;Atsuto;2.28994;-0.89194;0.44499;-9.04767;9.80060;-23.91528;Croatia;-22.92385;24.64261;-1000.17870;-3.21671;FALSE;0.61674
229;Bob;1.59432;0.25819;0.58967;-10.24343;9.86304;-15.73155;Croatia;-14.74235;16.44841;-998.61542;-1.05743;TRUE;0.70924
230;Atsuto;1.47152;-0.86908;0.19176;-10.12252;9.40609;-15.62112;Croatia;-15.93371;15.09193;-999.08412;-1.51883;FALSE;0.30213
231;Jorg;1.42091;-0.38480;0.32980;-10.00264;9.80004;-14.71436;Croatia;-12.75081;18.70171;-997.12414;-0.38924;FALSE;0.43637
232;20;0.12008;0.85619;0.31076;-11.77213;9.57037;-0.29570;France;-2.90446;1.53665;-999.52402;-0.84559;TRUE;0.31976
233;Bob;1.44732;0.27072;0.54687;-10.13381;10.15083;-14.29689;Croatia;-13.82074;13.17278;-999.86947;-2.83068;TRUE;0.65542
234;Bob;1.06060;0.32818;0.44206;-10.80383;9.81656;-10.20032;Croatia;-5.80629;6.67182;-998.26935;-2.15074;TRUE;0.52161
235;20;-0.39792;-0.83057;-0.39104;-11.87789;9.00115;3.15070;France;2.90509;-4.99877;-996.92983;-0.59955;FALSE;-0.42089
236;20;0.17020;-0.56808;-0.12665;-10.80333;9.21134;-2.16194;France;-0.38420;1.82556;-997.70656;-3.41091;FALSE;-0.11389
237;Jorg;0.26131;-1.71626;-0.46313;-10.38166;9.11977;-4.49857;France;-6.02672;1.94778;-1000.10232;-0.76750;FALSE;-0.44353
238;20;0.74266;1.05690;0.57282;-10.51351;10.26839;-6.33710;Croatia;-7.04711;6.36651;-998.25898;0.01343;TRUE;0.62852
239;Bob;1.23581;0.92182;0.68680;-10.41820;9.69663;-11.42020;Croatia;-10.07402;8.30047;-1000.19102;-1.54300;TRUE;0.77948
240;Jorg;1.09252;-0.20302;0.28314;-10.56357;9.60758;-11.06755;Croatia;-10.31796;10.94219;-995.57131;-0.84763;TRUE;0.36508
241;Bob;0.70647;-0.19254;0.16359;-11.83066;9.11697;-7.26949;France;-6.48826;8.95137;-999.20150;-3.08225;FALSE;0.21657
242;20;1.48034;1.43874;0.92917;-9.75750;10.20057;-13.25646;Croatia;-13.68321;14.58426;-999.27406;-0.81825;TRUE;1.04020
243;Atsuto;1.40780;1.41239;0.89769;-9.41366;10.57855;-12.62757;Croatia;-13.15099;10.96533;-998.99015;-2.18091;TRUE;1.00328
244;20;2.90122;0.41429;1.05536;-7.65681;10.82276;-28.56120;Argentina;-28.42091;28.40323;-999.07747;-1.47068;TRUE;1.27295
245;Atsuto;3.44238;0.45371;1.24016;-7.98409;10.58413;-34.03333;Argentina;-34.64304;34.28621;-999.00859;0.06897;TRUE;1.49834
246;Jorg;-0.47744;-0.92675;-0.44697;-11.85151;9.07356;3.75539;France;6.07947;-1.99641;-998.83365;-1.81169;FALSE;-0.48277
247;20;-2.05508;-0.17697;-0.71048;-12.67884;9.11613;20.46775;France;19.88506;-18.41695;-996.90397;-0.29556;FALSE;-0.86461
248;20;1.95460;0.30862;0.72040;-7.82941;10.88895;-19.26096;Argentina;-18.36863;18.49504;-996.87393;-2.04662;TRUE;0.86700
249;20;1.55272;0.56838;0.67517;-8.97596;10.44189;-14.99548;Croatia;-15.09490;13.42729;-998.47621;-1.34101;TRUE;0.79162
250;Jorg;0.00944;0.68968;0.22254;-11.35435;9.44941;0.66613;France;0.88461;0.04072;-998.64121;-0.38863;TRUE;0.22324
251;Jorg;1.95461;0.58603;0.80871;-8.88565;10.22967;-18.93880;Croatia;-16.72224;18.95308;-998.33702;-3.19174;TRUE;0.95531
252;Atsuto;1.48530;0.40367;0.60128;-9.48658;10.11292;-14.46031;Croatia;-14.12056;14.30466;-998.24465;-3.48815;TRUE;0.71268
253;20;1.89579;1.00083;0.92202;-10.12799;10.25138;-18.01745;Croatia;-17.45961;19.31010;-998.87913;-0.68418;TRUE;1.06421
254;Bob;-0.63493;1.11738;0.15357;-11.87462;9.77815;7.44928;France;5.16768;-6.59617;-997.99649;-1.03705;TRUE;0.10595
255;Bob;2.10122;-0.24967;0.58937;-8.97876;9.94659;-21.26379;Croatia;-20.96733;20.48350;-997.90966;-1.69580;TRUE;0.74696
256;Jorg;0.43248;0.13830;0.18169;-10.83708;9.53073;-4.28466;France;-2.25489;6.27595;-998.64460;-2.56839;TRUE;0.21412
257;Bob;1.61325;-0.11002;0.47849;-9.96789;9.73734;-16.22411;Croatia;-16.51267;15.62050;-1000.79715;-3.17131;TRUE;0.59948
258;20;1.87474;0.96024;0.90240;-9.49628;10.30492;-17.79947;Croatia;-17.73811;19.06404;-997.70566;-0.01096;TRUE;1.04301
259;Bob;0.97379;-1.29515;-0.10229;-11.30399;8.79873;-10.91963;France;-9.57465;11.94740;-999.82924;-2.93249;FALSE;-0.02926
260;20;0.26129;0.62144;0.28098;-11.62431;9.46403;-2.07399;France;-1.34167;1.99470;-995.71699;-1.05610;TRUE;0.30058
261;Atsuto;0.34277;-0.93839;-0.18959;-10.81046;9.22069;-4.36884;France;-5.08613;4.21298;-998.62179;5.29147;FALSE;-0.16388
262;20;0.14956;0.24167;0.12453;-11.35957;9.60015;-1.30688;France;-0.11054;1.91226;-998.09583;-0.33372;TRUE;0.13575
263;20;0.99958;-1.04737;-0.01521;-10.44447;9.34671;-11.14420;France;-9.47747;10.63664;-997.25737;-0.81891;FALSE;0.05976
264;Jorg;1.86623;1.01605;0.91746;-9.49998;10.32918;-17.71219;Croatia;-18.13422;22.47012;-1001.49774;-0.60040;TRUE;1.05742
265;Atsuto;-0.03835;-0.40957;-0.14258;-10.95461;9.51096;0.04327;France;0.09828;-0.18386;-997.91809;2.45788;FALSE;-0.14545
266;Atsuto;2.15583;1.40386;1.13309;-9.03851;10.63042;-20.06575;Croatia;-19.89807;19.98605;-1002.10216;-0.43647;TRUE;1.29477
267;Bob;-0.20053;0.14131;-0.01885;-11.09171;9.45337;1.85886;France;1.24359;-1.70064;-999.42437;-2.56899;TRUE;-0.03389
268;Jorg;2.68648;0.00171;0.85568;-8.39409;10.34353;-26.96062;Argentina;-27.48271;27.78562;-997.58825;-2.23407;TRUE;1.05716
269;20;0.74390;1.08379;0.58177;-10.67187;10.03532;-6.16368;Croatia;-8.18314;7.61716;-997.10452;0.08646;TRUE;0.63757
270;Jorg;0.91160;0.17506;0.34589;-11.32131;9.32118;-8.96821;France;-9.69906;8.42533;-1001.03254;4.26840;TRUE;0.41426
271;Bob;0.16266;-1.11858;-0.30428;-11.23774;9.35695;-2.75038;France;-1.52648;2.96152;-1000.02118;-2.50314;FALSE;-0.29208
272;20;1.15555;-0.52943;0.19930;-11.07075;9.39782;-12.07198;France;-11.84266;12.96419;-995.46950;-2.68716;FALSE;0.28597
273;Jorg;2.20592;1.27703;1.10866;-8.73385;10.72531;-20.97061;Argentina;-20.50758;20.73879;-997.73443;-2.46959;TRUE;1.27410
274;Jorg;0.81550;-0.70425;0.03541;-10.79867;9.32211;-8.66145;France;-7.16174;9.61466;-1001.81050;2.73508;FALSE;0.09658
275;Bob;0.74133;-0.58269;0.05050;-10.10132;9.51221;-7.94901;Croatia;-6.58211;9.42423;-998.83258;-0.14195;FALSE;0.10610
276;Atsuto;1.11530;0.07881;0.38010;-9.99840;9.79316;-10.94776;Croatia;-10.54902;11.08556;-998.70677;-2.54317;TRUE;0.46374
277;Jorg;0.81757;0.07690;0.28472;-10.39136;9.65205;-7.97935;Croatia;-9.57203;7.00756;-999.89989;-1.63605;TRUE;0.34604
278;Bob;2.12105;-0.12785;0.63446;-8.64412;10.46126;-21.35854;Croatia;-19.79627;21.81648;-999.91210;-3.33557;TRUE;0.79354
279;Jorg;1.49292;0.09836;0.50652;-9.15264;10.05162;-14.85553;Croatia;-15.23731;15.21932;-997.21184;0.26524;TRUE;0.61849
280;20;-0.74035;-0.07930;-0.26090;-12.18798;9.46107;7.30447;France;6.67379;-5.13523;-996.25489;0.31208;FALSE;-0.31643
281;Bob;1.09361;-0.94210;0.04823;-11.53762;8.84751;-11.77515;France;-11.28223;11.07007;-998.02966;-1.23068;FALSE;0.13025
282;20;2.26941;1.09497;1.07091;-8.88697;10.38811;-21.65320;Croatia;-21.07211;23.84371;-997.98186;-1.34259;TRUE;1.24112
283;20;-0.73762;-0.45619;-0.38000;-11.76249;9.38020;7.01141;France;6.62674;-8.79902;-998.73586;-1.47482;FALSE;-0.43532
284;20;1.06886;-0.34424;0.23065;-10.84291;9.46678;-11.07566;France;-9.12155;10.48271;-997.90275;0.76028;FALSE;0.31082
285;Jorg;2.33011;-0.33874;0.63387;-9.05819;9.81189;-23.76823;Croatia;-23.77168;22.18417;-995.46959;-1.33772;TRUE;0.80863
286;Bob;1.26124;-0.22760;0.32902;-9.17572;10.08462;-12.76501;Croatia;-11.94391;11.61662;-998.05843;-4.11947;TRUE;0.42361
287;Bob;2.83691;0.83289;1.16813;-8.67465;10.74287;-27.50107;Argentina;-25.61532;25.75503;-998.64736;-1.70633;TRUE;1.38090
288;Jorg;0.53189;-0.43884;0.02962;-11.33690;9.19425;-5.89686;France;-5.12118;8.34830;-1002.70401;2.55020;FALSE;0.06951
289;20;-0.32443;0.80843;0.15406;-11.66941;9.79630;4.05754;France;5.13244;-3.72729;-998.60906;-1.30245;TRUE;0.12973
290;Jorg;2.53435;-0.61454;0.61109;-8.17491;10.26745;-25.98365;Argentina;-24.72585;27.78056;-996.94247;-1.06587;FALSE;0.80117
291;Atsuto;2.67791;0.85644;1.12502;-8.92301;10.37294;-26.06913;Croatia;-26.29979;24.85655;-999.20140;1.95186;TRUE;1.32586
292;Jorg;-1.27666;-1.43539;-0.86327;-12.12504;8.64503;11.29322;Morocco;10.47826;-12.05272;-1000.47521;-3.36020;FALSE;-0.95902
293;Bob;0.58711;1.10955;0.54006;-11.05306;9.87634;-4.71457;France;-3.47179;4.04456;-998.36931;-1.86966;TRUE;0.58410
294;20;2.43346;2.14966;1.45885;-9.34068;10.47031;-22.40469;Croatia;-22.80668;23.61782;-999.36944;0.63322;TRUE;1.64136
295;20;1.23660;-0.42385;0.25871;-11.42162;9.10690;-12.72196;France;-11.94080;13.99397;-998.20571;-0.08050;FALSE;0.35145
296;Bob;1.57921;0.38368;0.62481;-9.50241;10.21016;-15.39044;Croatia;-17.49419;16.29241;-997.77849;-1.27443;TRUE;0.74325
297;Atsuto;0.47603;-0.34867;0.04054;-10.84413;9.46902;-4.94237;France;-6.26190;4.16004;-999.85498;-3.07160;FALSE;0.07624
298;Atsuto;2.49855;0.39799;0.92200;-8.03583;10.79254;-24.46086;Argentina;-24.53608;24.08739;-997.61123;-3.37121;TRUE;1.10939
299;20;0.49017;0.51851;0.32107;-11.28865;9.65443;-4.42720;France;-3.28717;4.60870;-1000.62358;-0.47141;TRUE;0.35784
300;Bob;1.57055;0.77062;0.74522;-10.79802;9.62757;-14.85280;France;-15.48395;14.55667;-998.95263;-0.31311;TRUE;0.86301
301;20;1.64560;-0.49352;0.36672;-9.12710;10.06500;-16.99301;Croatia;-17.75928;16.19230;-998.06664;-2.82191;FALSE;0.49014
302;Jorg;-0.39224;-0.55678;-0.30208;-11.43509;9.11898;3.28449;France;3.44924;-4.49885;-996.99163;-1.46880;FALSE;-0.33150
303;20;-0.51624;-0.92249;-0.45796;-12.80093;8.47533;4.18544;Morocco;2.97726;-4.11659;-998.43525;-0.47416;FALSE;-0.49668
304;Bob;-0.62066;0.16884;-0.14382;-12.19099;9.38651;6.56486;France;7.52595;-8.76111;-1000.18968;-6.47296;TRUE;-0.19037
305;20;1.12170;-0.21877;0.28741;-10.27040;9.34963;-11.52869;Croatia;-11.68920;12.19325;-998.07131;-1.16699;TRUE;0.37154
306;20;2.03363;0.71945;0.87633;-9.85038;9.84675;-19.50581;Croatia;-19.01387;19.54482;-995.77207;-0.00489;TRUE;1.02885
307;Bob;1.14628;0.11270;0.40075;-10.67536;9.75973;-11.17288;Croatia;-12.35137;10.64359;-999.29676;-5.34669;TRUE;0.48672
308;Atsuto;-1.01290;0.03897;-0.31001;-11.83412;9.33561;10.24437;France;10.83889;-10.81183;-1000.70782;1.95175;FALSE;-0.38598
309;20;0.69565;-0.82186;-0.04017;-11.84925;8.81238;-7.73776;France;-7.03473;6.25412;-1000.04089;-1.91178;FALSE;0.01200
310;Atsuto;-1.20900;0.42572;-0.24933;-12.30295;9.25280;12.51241;France;12.55862;-13.84577;-999.70402;-2.82141;TRUE;-0.34000
311;Atsuto;0.53608;0.31161;0.26983;-10.42585;9.83660;-5.08846;Croatia;-5.42323;4.66024;-998.22944;-2.15770;TRUE;0.31003
312;20;0.61456;-0.51256;0.03247;-10.76207;9.08511;-6.73772;France;-7.15142;5.77586;-998.48543;-2.18513;FALSE;0.07856
313;20;0.20694;0.70038;0.28881;-11.27493;9.34318;-1.31364;France;-0.50007;2.17510;-998.91730;-1.26910;TRUE;0.30433
314;Jorg;1.21926;-0.39287;0.26305;-9.96139;9.55172;-12.58590;Croatia;-12.21433;10.73932;-1000.36754;-0.65546;FALSE;0.35449
315;Jorg;-0.53892;0.69789;0.05060;-11.35606;9.59428;6.20041;France;4.59581;-5.08103;-994.76856;1.69063;TRUE;0.01018
316;Jorg;1.77217;-0.08541;0.53691;-9.72217;9.97930;-17.68605;Croatia;-18.66965;16.87116;-995.92260;-0.92911;TRUE;0.66982
317;Atsuto;0.73782;0.73936;0.47020;-9.88485;10.26521;-6.85970;Croatia;-7.22653;7.24878;-997.75598;-2.47709;TRUE;0.52554
318;Jorg;1.02941;-0.12975;0.28637;-10.28165;9.83949;-10.31068;Croatia;-12.72227;10.34009;-999.10824;-1.04356;TRUE;0.36358
319;Jorg;2.66745;0.63475;1.05113;-8.74211;10.40775;-26.03880;Croatia;-26.21233;25.07086;-1000.50385;0.08912;TRUE;1.25118
320;Bob;0.94746;-0.04573;0.28703;-11.01898;9.44376;-9.50196;France;-10.07149;9.01220;-1000.37074;-3.02529;TRUE;0.35809
321;Bob;0.82295;-0.22945;0.18892;-10.40561;9.35758;-8.60242;France;-10.01027;10.11030;-998.45946;-2.79914;FALSE;0.25064
322;Atsuto;1.27212;0.34248;0.51395;-9.87805;10.07209;-12.31730;Croatia;-13.41447;13.25427;-999.67899;-0.01882;TRUE;0.60935
323;20;0.51119;-0.07453;0.13900;-10.42415;9.64170;-5.30134;Croatia;-5.43426;6.18641;-996.40915;-0.98352;TRUE;0.17734
324;Jorg;0.93321;0.32766;0.40135;-10.85919;9.67882;-8.95132;France;-10.92861;8.64049;-999.03326;-1.46916;TRUE;0.47134
325;Jorg;0.05098;-0.12912;-0.02487;-10.97930;9.27327;-0.64845;France;0.98423;2.20628;-998.83491;-1.74670;FALSE;-0.02105
326;Jorg;1.32783;1.07968;0.76633;-9.29148;10.41755;-12.22054;Croatia;-14.47678;9.08090;-1001.70884;-0.25248;TRUE;0.86592
327;Bob;1.09711;-0.03886;0.33685;-9.88040;10.05818;-11.11270;Croatia;-12.20129;10.92424;-1000.36538;-3.80381;TRUE;0.41914
328;20;2.74707;-0.48586;0.71976;-8.85382;9.96532;-27.93380;Croatia;-29.30573;27.25719;-997.33975;-1.62974;TRUE;0.92579
329;Bob;1.56941;-0.05570;0.48183;-9.28674;10.15826;-15.57323;Croatia;-13.29290;13.82714;-998.07591;-2.38941;TRUE;0.59954
330;20;-0.73271;0.56213;-0.05430;-12.71161;9.10209;7.86889;Morocco;9.07118;-7.25250;-999.65758;-1.23768;TRUE;-0.10925
331;20;0.23961;1.44093;0.53493;-11.68184;9.74073;-0.87777;France;-1.75925;0.41143;-998.15256;-0.32604;TRUE;0.55290
332;20;0.07510;0.00085;0.02418;-11.25991;9.67726;-0.92840;France;-0.58799;-1.05371;-998.79066;-1.82086;TRUE;0.02981
333;Atsuto;0.77493;0.75974;0.48850;-10.79621;9.65079;-6.92877;France;-5.89248;7.18106;-996.99861;0.40279;TRUE;0.54662
334;20;0.67885;-0.35933;0.10170;-11.35807;9.10485;-7.02814;France;-5.92368;5.49768;-995.99938;-3.23398;FALSE;0.15262
335;Jorg;1.89361;-0.63176;0.40166;-8.84086;9.95914;-19.56378;Croatia;-20.16621;19.62225;-995.10785;-0.59033;FALSE;0.54368
336;Jorg;1.08493;0.23196;0.41918;-10.16304;9.61842;-10.62024;Croatia;-10.98758;11.67133;-997.97193;-1.14926;TRUE;0.50055
337;20;1.67569;0.58177;0.71857;-10.65545;9.70131;-16.26847;Croatia;-15.80555;14.92518;-998.00140;-0.93162;TRUE;0.84425
338;Atsuto;0.89063;0.80061;0.53834;-9.68523;10.38571;-8.10736;Croatia;-7.76549;7.94613;-999.81577;-2.06597;TRUE;0.60513
339;Jorg;2.34001;0.60357;0.93697;-8.54631;10.42257;-22.65057;Croatia;-20.18737;24.32735;-997.64074;-0.62405;TRUE;1.11247
340;20;0.33535;-0.52491;-0.06034;-10.00086;9.85569;-3.87365;Croatia;-2.68567;2.86091;-999.19447;0.15815;FALSE;-0.03518
341;20;1.49661;0.27289;0.56325;-10.75012;9.65995;-14.82294;France;-14.41084;12.72831;-997.18669;1.50855;TRUE;0.67549
342;20;-0.10935;0.52684;0.13289;-12.73464;8.93750;1.66329;Morocco;2.46495;-0.61738;-995.28006;-2.51188;TRUE;0.12469
343;20;0.83813;-0.04337;0.25298;-10.40153;9.49513;-8.46720;Croatia;-7.31442;11.23831;-998.54159;-0.27003;TRUE;0.31584
344;Jorg;0.38839;-0.23423;0.04907;-10.94253;9.23072;-3.85753;France;-5.77672;2.41531;-998.96201;-2.16532;FALSE;0.07820
345;20;0.58155;0.32681;0.28914;-10.23634;9.79671;-5.37694;Croatia;-6.31705;4.46987;-1000.44186;1.67334;TRUE;0.33276
346;20;2.07373;0.24150;0.73696;-9.26224;10.39028;-20.46430;Croatia;-19.01964;22.03376;-998.12912;-1.80042;TRUE;0.89249
347;20;2.07264;0.64912;0.86636;-8.91956;10.27244;-20.08644;Croatia;-17.74991;19.34991;-999.29872;0.52974;TRUE;1.02181
348;Atsuto;3.00073;0.61277;1.15021;-8.26640;10.45251;-29.37524;Argentina;-30.17612;29.40178;-998.41292;-1.69636;TRUE;1.37527
349;20;1.97475;0.62923;0.82887;-9.79466;9.86316;-19.06009;Croatia;-18.27909;20.14790;-998.02024;-0.78057;TRUE;0.97698
350;Atsuto;0.88799;0.31352;0.38245;-10.06077;9.99567;-8.49767;Croatia;-7.72506;9.19082;-998.04193;-2.74191;TRUE;0.44905
351;20;0.86074;-0.22447;0.20253;-9.87841;10.05997;-8.80951;Croatia;-8.48604;8.82235;-997.67888;0.09954;FALSE;0.26708
352;20;1.78437;-0.16192;0.51644;-10.57141;9.44613;-17.95021;France;-15.66383;17.61074;-998.71866;-0.59138;TRUE;0.65027
353;Bob;0.95451;-0.33442;0.19738;-11.41585;9.23285;-9.83617;France;-8.83333;10.01141;-998.25260;-1.61028;FALSE;0.26897
354;20;0.88383;-0.20924;0.21473;-11.25432;9.35025;-8.98535;France;-9.23905;8.30841;-997.99441;-1.47270;TRUE;0.28102
355;Jorg;1.22588;0.04492;0.40451;-9.74298;9.92716;-12.28252;Croatia;-13.43479;12.21875;-997.12110;-0.94906;TRUE;0.49645
356;20;3.45705;0.35870;1.21459;-7.43185;11.02262;-34.11707;Argentina;-35.07111;36.59353;-1002.21189;0.06180;TRUE;1.47387
357;Bob;0.31666;-0.90827;-0.18832;-10.86204;9.47067;-4.00365;France;-3.88124;4.78335;-999.02233;-1.81438;FALSE;-0.16457
358;Jorg;0.36840;-0.11263;0.08142;-10.73141;9.65949;-3.72078;France;-3.43451;4.42149;-999.97633;3.73092;FALSE;0.10905
359;20;3.15855;0.33361;1.11159;-9.19316;10.13994;-31.16587;Croatia;-29.82512;32.48710;-1000.18935;-0.05245;TRUE;1.34848
360;Atsuto;2.86114;1.30174;1.32509;-8.11852;10.98078;-27.26206;Argentina;-27.25894;27.65671;-996.26858;0.99874;TRUE;1.53967
361;Bob;-0.03174;0.07328;0.01322;-10.69868;9.81176;0.33025;Croatia;0.65216;0.20254;-999.85540;-2.26017;TRUE;0.01084
362;Atsuto;0.56419;-0.28146;0.09000;-10.87576;9.32797;-5.77899;France;-5.15652;5.11559;-995.77060;-4.21953;FALSE;0.13231
363;Bob;0.97907;-0.75039;0.07279;-10.40575;9.28294;-10.59078;France;-9.11318;11.96382;-999.99948;-2.53873;FALSE;0.14622
364;Jorg;-0.47163;-0.29019;-0.24250;-11.53435;9.18740;4.49759;France;2.58430;-5.73040;-997.20421;0.37188;FALSE;-0.27787
365;Atsuto;-0.78914;0.23454;-0.17654;-12.06147;9.29405;8.15598;France;7.19448;-7.93625;-998.56413;2.89751;TRUE;-0.23572
366;Jorg;-1.30656;-0.28298;-0.50597;-12.97815;8.87448;12.95677;Morocco;11.68664;-13.57929;-998.23083;-1.17986;FALSE;-0.60396
367;Bob;2.00019;0.47567;0.78809;-8.82156;10.46795;-19.59887;Croatia;-18.52040;18.77113;-1000.06018;0.56677;TRUE;0.93810
